NOMBRE DE LA FARMACIA,NOMBRE DE CONTACTO,DIRECCION,DEPARTAMENTO,MUNICIPIO,TELEFONO,CELULAR,NIT
SALVADOR,ZENON RODRIGO CARTAGENA VASQUEZ,"AV. ALFREDO SANJINEZ, NO. 2015, PLAN 482, ENTRE CALLES 27 - B Y CALLE 29 FRENTE A LA CALLE H, ZONA CIUDAD SATELITE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2811943,76556816,4960638015
SALVATIERRA,,"CALLE 5, NO. 80, ENTRE CALLE JORGE CARRASCO Y CALLE ALFREDO FRANCO VALLE (PLANTA BAJA, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73089168-72585438,3107225010
SALVEN,PATRICIA SALMON VENEROS,"CALLE RICARDO BUSTAMANTE NO. 690. PB. , ZONA GRAN PODER DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71281458-69934182,4298381012
SAMI,RICARDO DANTE JEMIO MENDIETA,"CALLE TITO YUPANQUI, NO. 1195, ESQ. CALLE FRAY BARTOLOME DE LAS CASAS, EDF. S/N, PB. ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72323516,4807586012
SAMIAN,WILFFORD ROUSBEL RODRIGUEZ ORTIZ,CALLE F N° 4920 ENTRE PASAJE 25 DE MAYO Y AVENIDA SATELITE ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,76214400,7026812017
SAMJHI,MONICA RAMOS APAZA,"AVENIDA GUADALQUIVIR, NO. 201, ZONA NUEVOS HORIZONTES FRENTE A CALLE TELAMAYO, A MEDIA CUADRA DE CENTRO DE SALUD NUEVOS HORIZONTES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76509809,8300526012
SAMJHI SUCURSAL 1,FIDELIA GUTIERREZ ACHO,"CALLE ILLIMANI, N° 24, ESQUINA AV. LITORAL (PB), A TRES CUADRAS DEL BANCO FIE, ZONA NUEVOS HORIZONTES III, DEL MUNICIPIO DE EL ALTO",LA PAZ,EL ALTO,,76509809,8300526012
SAMLEE SYJ,ANGELA ROCIO SIRPA QUENTA,"CALLE VILLA ASPIAZU, NO. 1253, ENTRE CALLE ARAPATA Y HOSPITAL LA MERCED, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77522344,5973699018
SAMY,,"AV. BOLIVIA NO. 1250, ZONA VILLA ALEMANIA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60104028,4327498019
SAN ALBERTO,IVETTE DEL ROSARIO SIVILA NUÑEZ,"AVENIDA GARCIA LANZA, PLANTA BAJA, LOCAL L2, NO. 652, ENTRE CALLES 14 Y 15 DE ACHUMANI, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2799318,71210170,1307330013
SAN ANDRES,JORGE ALBERTO SUNTURA TARQUI,"CALLE B, NRO 2284, ESQUINA CALLE 3, ZONA URBANIZACION  SEÑOR DE MAYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78954216,4837537011
SAN ANTONIO,NESSIS NADIA CUJUY ALVARADO,"AVENIDA 16 DE JULIO, FRENTE A FERRETERIA JJ FAMILIA HOWARD RIBERTH, ZONA CENTRAL, MUNICIPIO DE CARANAVI DEL DEPARTAMENTO DE LA PAZ",LA PAZ,CARANAVI,,73566547,6803882018
SANA SANA,BRIAN DARIO ALARCON FERNANDEZ,"AVENIDA SANTIAGO DE MACHACA ESQUINA CALLE HUANCAROMA NO. 1115, ZONA COSMOS 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68169883-63080519,6898999017
SANA SANA I,LIZETTE CAROL CHACOLLA MOROCHI,"AV. JULIO CESAR VALDEZ NO. 81, P.B. ZONA JAIME PAZ ZAMORA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68169883,6898999017
SANA SANA SUR,IRENE MIZAR CHACOLLA ESPINOZA,"AV. CAQUINGORA NO. 3194 CALLE 7, ZONA COSMOS 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68169883,6827070017
SANA SANA SUR 1,,"AVENIDA COCHABAMBA # 4895, ESQUINA CALLE BATALLA INGAVI A DOS CUADRAS DE LA AVENIDA 2 DE NOVIEMBRE, ZONA LOS POCITOS",LA PAZ,EL ALTO,,68169883,6827070017
SANAVIDFARMA,ABIGAIL PRICILA ESCOBAR NINA,"CALLE WALTER PORTO CARRERO NO. 1884, ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67670351,7267365012
SANAVIDFARMA SUCURSAL 1,,"AV. RAUL GAMARRA NO. 1324, ESQ. CALLE L-2 ENTRE CALLE JOSE MONTERO Y CALLE HUGO DAVILA, ZONA ALTO OBRAJES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67670351,7267365012
SAN BARTOLOME,ERIKA ANA TICONA GARCIA,"AV. CIUDAD DEL NIÑO, EDIF S/N, NO. 100 PB. LOCAL 2, ENTRE CALLE 4 Y CALLE E A UNA CUADRA DEL MERCADO 10 DE ENERO ZONA PAMPAHASI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67459590,6160799013
SAN BENEDICTO,GEOVANA CLARA QUISPE MUJICA,"CALLE 1 NO. 330, ZONA VILLA BOLIVAR A, CASI ESQUINA AV. 6 DE MARZO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76188218,3358974014
SAN DAMIAN,,"CALLE ILLAMPU NO. 703, ZONA EL ROSARIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,60628568,2151838012
SAN EXPEDITO,MARLENE GLORIA TORREZ GUZMAN,"AV. 31 DE OCTUBRE NO. 1829, ZONA SAN ANTONIO BAJO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72002509,3366942013
SAN FRANCISCO DE ASIS,ADELA GERMANA TAPIA CAMACHO,"AV. LANDAETA, NO. 200, ENTRE AV. JAIMES FREYRE Y CALLES JOSE SARAVIA, LADO ESTADIUM BOLIVAR, ZONA TEMBLADERANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77581542,476975014
SAN GABRIEL,SILVIA COLQUE MAMANI,"AVENIDA JUAN PABLO II, NO 3335, ENTRE AVENIDA SIMON BOLIVAR Y CALLE ENRIQUE PEÑARANDA, ZONA BAUTISTA SAAVEDRA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77766979,9248677019
SANGALLI S.R.L.,KAREM LIZETH ARANCIBIA BARROSO,"AVENIDA SUCRE ""B"", NO.40, EDIF. CLINICA TUNARI, ZONA VILLA TUNARI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75843047,285564029
SAN HILARION II,MARIA VICTORIA CALLISAYA,"AVENIDA BUENOS AIRES NO. 1702, P.B. ZONA VILLA NUEVA POTOSI, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2489002,70553922,423867010
SANIDAD DIVINA,SANDRA ROSEMARY OLIVARES JIMENEZ,"JULIO CESAR VALDEZ, ESQ. CALLE TEMCOMA NO. 6094, ZONA COSMOS 79, U.V., ""C"",DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2832674,79521626,3422698010
SAN IGNACIO,RITA TERAN ARAOZ,CALLE FRANCISCO DE MIRANDA NO. 2087 ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,224219,,2249148015
SAN JOSE,MARHILYN BEATRIZ QUIROZ ALPARO,"CALLE JUAN XXIII NRO 11, ZONA MUNAYPATA FRENTE AL HOSPITAL JUAN XXIII DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75810951,2454810018
SAN JOSE II,,"CALLE MURILLO NO. 842, ZONA EL ROSARIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75810951,4860691010
SAN JUAN I,MARIA ISABEL TORRICO CORONADO,"AVENIDA MARIO MERCADO, NO 2, ENTRE CALLE FRANCISCO BEDREGAL FRENTE A LA ROTONDA, ZONA LLOJETA BAJO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,65630176,4280824013
SAN JUAN PABLO II,MARTHA MARCA SALGADO,"CALLE J, ARZABE, NO. 149, ZONA VILLA ESPERANZA, ENTRE CALLE BELGRADO Y AVENIDA 7, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70530830,4742671019
SAN LORENZO,,"AVENIDA CAQUINGORA, N° 1175, ENTRE CALLE PHIXO Y AVENIDA JULIO CESAR VALDEZ, ZONA COSMO 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77228299 - 76260275,2493373019
SAN MARCOS,AMALIA ZAMBRANA MAMANI,"AV. A2, NO 1461, ZONA SANTIAGO II, ENTRE CALLES 13-14 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79624241,2467633013
SAN MARTIN DE PORRES,ANA YSABEL CALLISAYA COSME,"AVENIDA PANDO NO. 159, ENTRE AVENIDA DEL EJERCITO Y AVENIDA MORALES FRENTE AL COLISEO DE VIACHA, ZONA CENTRAL - VIACHA DEL MUNICIPIO DE VIACHA - DEPARTAMENTO DE LA PAZ",LA PAZ,VIACHA,,70104497,7035428018
SAN NICOLAS,CLAUDIA LUCERO PEREZ OLMOS,"AV. ABEL ITURRALDE, NO. 1166, ZONA MIRAFLORES, ENTRE CALLES GUATEMALA Y MODESTA SANJINES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67468701-70652386,4827365018
SAN PABLO,MARIA VICTORIA YAMPARA LAURA,"AVENIDA CIVICA, NO. 42, ENTRE CALLES 3 Y 4, ZONA SANTA ROSA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72016465,3498353013
SAN PEDRO DE LA ETERNIDAD,FRANKLIN ANTONIO CANAVIRI YUJRA,"AV. HACIA EL MAR, NO. 1118, ZONA URKUPIÑA II, DE LA CIUDAD DE VIACHA",LA PAZ,VIACHA,,71296463,5196131013
SAN RAFAEL,GABRIELA JULIA CALLISAYA VARGAS,"AV. LAS AMERICAS, NO. 716, ZONA VILLA FATIMA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2218266,70511637,3349273014
SAN RAFAEL INGAVI,RONALD WILFREDO AGUILAR QUISBERT,"AV. ALCOCHE, NO. 3085, ENTRE CALLE TAMBILLO Y AV. HUATAJATA, ZONA VILLA INGAVI, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69845287,4286986019
SAN ROQUE,ESMERALDA QUISPE LIMACHI,"AVENIDA LADISLAO CABRERA, N° 1054, ENTRE AVENIDA BOLIVIA Y AVENIDA TIAHUANACU, ZONA PACAJES CALUYO DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,73726077,7553449015
SAN SANTIAGO,,"AVENIDA CIVICA NO. 91, ENTRE CALLES 8 Y 9, ZONA VILLA TEJADA RECTANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79116317,4952225013
SAN SEBASTIAN,ELFRI ELENA BLANCO RODRIGUEZ,"CALLE CARRASCO NO. 1309, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71188349,5722723011
SANTA ANA SUCURSAL 1,MAGALI ROSMERY LIMA MURUCHI,"AVENIDA RAMIRO CASTILLO SALINAS NO. 480, ZONA VILLA EL CARMEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2261408,,332595015
SANTA CATARINA,NORMA FLORES LUNA,"AV. 16 DE JULIO NO. 300, ENTRE PLAZA SUCRE Y CALLE ADOLFO BORDA, ZONA BALLIVIAN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71028688,6815552010
SANTA CECILIA,HELMER ELVIS CUEVAS DIAZ,"AVENIDA SIMON BOLIVAR NO 1999, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73505894,6595451012
SANTA CECILIA SUCURSAL 1,,"UBICADO EN LA AVENIDA LOS ROSALES NO. 3220, URBANIZACION LOS ROSALES, ZONA ALTO CALACOTO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73505894,6595451012
SANTA CLARA,MARIA JOSEFINA GUZMAN ESPINOZA,"AV. BUENOS AIRES NO. 712, ZONA 14 DE SEPTIEMBRE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2792097,79129797,333702017
SANTA FE,,"AV. ARCE NO. 2304, EDIF. AMAZONAS, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2442581,76242300,2733300014
SANTA FE GYM,,"CALLE ALAXA NO. 2204, ESQUINA AVENIDA SANTA FE Y CALLE ALAXA, ZONA 25 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69969708,10858737011
SANTA GEMA,EMMA LOURDES CLAURE BASCON,"CALLE RICARDO TERRAZAS NO. 317, ZONA CRISTO REY DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2419058,,2063802013
SANTA ISABEL E & R,EDITH MAYRA CHOQUE CONTRERAS,"AV. DIEGO DE PORTUGAL NO. 1168, ZONA CIUDAD SATELITE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72015881,8433523017
SANTA MARIA DE LOS ANGELES,ELIZABETH MONICA PEREZ MAMANI,"AV. 16 DE JULIO NO. 378 ENTRE CALLE FOURNIER Y CALLE NISTHAUS, ZONA 16 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,22831314,78813912,1001975022
SANTA MARIA DE LOS ANGELES ROSS,RODRIGO RENE ASPIAZU MARIN,"AVENIDA COSTANERA N°42ESQUINA AVENIDA RAMIRO CASTILLO, CERCA DEL MERCADO, ZONA VILLA EL CARMEN",LA PAZ,LA PAZ,,77204893,10906037019
SANTA MARIA DE LOS MILAGROS,MELANY GABRIELA MORALES TITIRICO,"AVENIDA LITORAL NRO 158,D-3 ENTRE CALLE LA PAZ Y CALLE H, LUIS GUARDUA OFICINA 2 ZONA SAN LUIS GUARDIA DE LA CIUDAD  DE EL ALTO",LA PAZ,LA PAZ,,71501133,9874256016
SANTA NATIVIDAD,JOSUE CHOQUE MAMANI,"AVENIDA SAAVEDRA, NRO. 1385, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ.",LA PAZ,LA PAZ,,,6944477013
SANTA PETRONA,ARLA ARACELLY JAHEL FLORES SANTALLA,CALLE RENE DORADO NO. 260 ZONA 16 DE JULIO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,2844260,73043369,3410777011
SANTA ROSA KEDJ,ZULEMA QUERUBINA MALDONADO ROCHA,"AV. VICENTE BURGALETA, NO.995, ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77573999,3491633014
SANTA TERESA,MARTIN LEVANDRO TROCHE,"CALLE VICTOR GUTIERREZ, ESQUINA CALLE ADOLFO BALBOA NO. 220, ZONA LOS ANDES, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2427106,73285454,4876077011
SANTI,GIOVANA CANDY CAGUAYA ESPINOZA,"CALLE 13 Y A, NO. 1514 ZONA SANTIAGO SEGUNDO, DISTRITO 2 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79657206,6845502013
SANTIAGO DE BOMBORI,SILVIA MONICA ARUQUIPA MENDOZA,CALLE MURILLO NO. 961 ZONA CENTRAL DE LA CIUDAD DE LA PAZ,LA PAZ,EL ALTO,,,4021462018
SANTIAGO DE BOMBORI H&G,GROVER EDRAIN LARICO ENRIQUEZ,"AVENIDA PERIFERICA NO. 109 CASA DE TRES PISOS, PB., LOCAL 2, ZONA 27 DE MAYO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73523797,3361659017
SANTIAGUITOVIDA,,"AVENIDA CIVICA, NO. 85 ZONA VILLA TEJADA RECTANGULAR, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75881731,6049063012
SANTO REMEDIO,APOLINAR SAJAMA CALLE,"AVENIDA PANAMERICANA ESQ. CALLE LITORAL S/N DE LA LOCALIDAD DE PATACAMAYA, PROVINCIA AROMA DEL DEPARTAMENTO DE LA PAZ",LA PAZ,PATACAMAYA,,,2368354011
SARIRI CUIDANDO TU SALUD-SUCURSAL I,MARIA LUISA SEVERICH ZAMORA,"AV. JUAN PABLO II, NO. 100, ZONA EX TRANCA DE RIO SECO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75243525,399168016
SARIRI CUIDANDO TU SALUD SUCURSAL II,CAROLA SONIA VALDIVIA RAMOS,"CAMINO A VIACHA NO. 1015, ZONA JANCO KALAVI, AVENIDA LADISLAO CABRERA, ESQUINA CALLE AFRICA FRENTE AL HOSPITAL MUNICIPAL MODELO COREA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69922223,399168016
SARTIEL,EFRAIN EDDY MAMANI QUISPE,AVENIDA BOLIVIA N° 1104 ZONA VILLA BOLIVAR MUNICIPAL DE LA CIUDAD DE EL ALTO.,LA PAZ,EL ALTO,,61004999,7062373012
SASUKE,MARIA EUGENIA QUISPE CHOQUEHUANCA,CALLE ADOLFO GARCIA NO. 112-B ENTRE AV. 16 DE JULIO Y PASAJE 18 DE NOVIEMBRE,LA PAZ,EL ALTO,,77777862,6006007013
SASUKE SUCURSAL (I),REINA VEGA FUENTES,"AVENIDA PANAMERICANA , N°3104, ESQUINA AVENIDA 16 DE AGOSTO, ZONA URBANIZACION  21 DE OCTUBRE , DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77777862,6006007013
SASUKE SUCURSAL  II,,"AVENIDA SANTA CRUZ, N° 2885, ENTRE CALLE  QUIJARRO Y AVENIDA ELIZARDO PEREZ, ZONA URBANIZACION HUAYNA POOTOSI 1RA SECCION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77777862,6006007013
SAUDAVEL,LORENA ALISON ALVAREZ GIL,CALLE COLON Nº884 LA BANDERA Y SUCRE ZONA VILLA PABON DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,78998388,13341524013
SAYUMI,ANA MARIA CONDORI SACA,"AV. RAMOS GAVILAN NO. 1573, ZONA ACHACHICALA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76291510-70571318,6101300016
"SEATL ""SIEMPRE ESTANDO A TU LADO""",,"AVENIDA 9 ENTRE AVENIDA PUCARANI, N° 11, ZONA ALTO LIMA 3RA SECCION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73597033 - 62409999,8304075010
SEBHENAI,RODRIGO LIMA GOMEZ,"ZONA LA MERCED, AVENIDA GENERAL JUAN JOSE TORREZ, ESQUINA AV. COSTANERA, NO. 498, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77750029,8335924015
SEGURA,AYDA XIMENA MAMANI LARUTA,AVENIDA PERU NO. 287 ENTRE CALLES BENI Y LARECAJA ZONA CHALLAPAMPA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,73047147,4984700012
SEGURO SOCIAL UNIVERSITARIO - LA PAZ,MARLENE GLORIA TORREZ GUZMAN,"AVENIDA 6 DE AGOSTO NO. 2630, ZONA SAN JORGE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2434278,72002509,120609020
SELAH,GABRIEL YOHNY AYALA VALERIANO,"AVENIDA BRASIL, NO. 1647, PJE. GUAYANA, P.B. ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73048959,4747264014
SEÑORA DEL TEPEYAC,LIBET GUTIERREZ MACHACA,"CALLE COLON NO. 708, EDIF. CHEDDY, PB. LOCAL 1 ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2204237,,4797061011
SEÑOR DE HUANCA,SANDRA CELENIA CHOQUE ALANOCA,"AVENIDA 20 DE OCTUBRE, EDIFICIO LAS PALMAS, PISO PLANTA BAJA, LOCAL 1, NO. 2005, ENTRE CALLES ASPIAZU Y JUAN JOSE PEREZ, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2421269,72094592,6082204012
SEÑOR DE LA CRUZ,,AV. JUAN XXIII NO.71 ZONA VILLA ARMONIA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,,4908106019
SEÑOR DE LA CRUZ MILAGROSO,,"AV. LANDAETA NO. 533, PISO P.B., LOCAL 3, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72582484-73078369,3466312018
SEÑOR DE MAYO,ESPERANZA VARGAS TIRADO,"AV. REPUBLICA NO. 1413, ZONA VILLA VICTORIA ENTRE CALLA JOSE MARIA Y GENERAL ROSENDO ROJAS,",LA PAZ,LA PAZ,,69735500,467115014
SEÑOR DE SAN ROQUE,OSCAR LUIS PATY FERNANDEZ,"AV. SUCRE NO. 18 ENTRE CALLE 6 Y 8 ZONA VILLA TUNARI , DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73016486,3459457013
SEÑOR LUZ Y VIDA,,AV. BOLIVIA NO. 321 ENTRE AV. JUNIN Y CALLE DIEGO FERNANDEZ DE CORDOVA DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,69781382,7041685015
SENS,,"AVENIDA OROPEZA NO. 1034, PISO P.B., ZONA 3 DE MAYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75872718,6723911012
SERVICENTER,LICETH JHENNY CALLISAYA QUISPE,"AVENIDA JUAN LECHIN OQUENDO, NO. 902 ZONA RIO SECO, ESQUINA CALLE BOLIVAR, FRENTE A LA UNIDAD EDUCATIVA WALTER ALPIRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73568455,9915642015
SERVICENTER SUCURSAL 1,KATERINE YSABEL HUANCA LAURA,"CALLE HEROES DEL ACRE, NO. 1617, ZONA SAN PEDRO, ESQUINA CALLE OTERO DE LA VEGA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73568455,9915642015
SERVICIO DE FARMACIA CEDIMEDIK FARMA S.R.L.,,"AV. ILLIMANI NO. 1856, CASI FRENTE A LA CALLE GEMIO A MEDIA CUADRA DEL SEDUCA, ZONA SANTA BARBARA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71233376,455742028
SERVICIOS FARMACEUTICOS,GIOVANNA CALLE CALLISAYA,"CALLE WARNES NO.1780, ZONA TEMBLADERANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2416902,77263399,4299214016
SERVICIOS FARMACEUTICOS 1,MARIA GABRIELA AYRA ACOSTA,"CALLE CAÑADA STRONGEST NO. 1555 ENTRE OTERO DE LA VEGA Y NICOLAS ACOSTA, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2417346,,4299214016
SERVICIOS FARMACEUTICOS ESCALIER,CARLA PATRICIA ESCALIER FLORES,"CALLE MAX PAREDES NO. 947, ZONA BELEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,6099150,6099150019
SERVIFARMA,,"CALLE C, NO. 20, ENTRE AV. 11 Y AV. SUCRE, ZONA ALTO LIMA TERCERA SECCION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75246283,7061255010
SERVI FARMA GLADYS,GLADYS MAGALI GUARACHI COTA,"AVENIDA A NO. 291, ESQUINA CALLE H-1, ZONA VILLA NUEVOS HORIZONTES I DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79611617,7089853019
SERVI - PHARMA,MARIZABEL CARLO AYAVIRI,"AVENIDA JOSEFA MUJICA NO. 661, ZONA VILLA SAN ANTONIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,5117355011
SERVIR Y CUIDARTE,PAOLA YAROSLABA PAZ GALVEZ,"CALLE NICARAGUA, ESQUINA CALLE REPUBLICA DOMINICANA, NO. 2093, EDIF. MEDICAL CENTER, P.B. LOCAL 2, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70676074,3381006013
SHABBAT SHALOM,JUAN JOSE GUTIERREZ LOPEZ,"AVENIDA SIMON BOLIVAR NO. 1944, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,65482075,4471742013
SHALOM AMIBRAMAR,AMALIA APAZA CASTRO,"AV. ENTRE RIOS NO. 1329, CASI ESQ. CALLE AYATA PB., ZONA TEJAR DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71921148,3309181016
SHALOM AMIBRAMAR,,"AV. ENTRE RIOS NO. 1329, CASI ESQ. CALLE AYATA PB., ZONA TEJAR DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71921148,3309181016
SHAMMAH,,"CALLE COPACABANA, NO. 1515, FRENTE A LA PLAZA GERMAN BUSCH ZONA ALTO LIMA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74848722,7038543015
SHARAHI,FELISA ARUQUIPA SALCEDO,"AV. 16 DE JULIO, NO.25, ESQUINA NISTAUS, ZONA BALLIVIAN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71546361,4366350018
SHARAHI II,,"CALLE HERNANI. NRO. 23 ENTRE CALLE CARRASCO  Y PASAJE SICA SICA, ZONA BALLIVIAN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73233957,9974764012
SHECID,ROSA ANGELICA SAAVEDRA CANCARI,"AVENIDA ADRIAN CASTILLO NO.1, ZONA ALTO LIMA TERCERA SECCION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67062677,3305083014
SHECID  SUCURSAL  1,ELENA CARLA MAMANI JUSTO,"AVENIDA HUATAJATA, NO. 2045, ENTRE CALLE ACHIRI Y CALLE ARAPAT, ZONA VILLA INGAVI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67062677,3305083014
SHEZMY,,"AVENIDA SUCRE, NO 2, ESQUINA CALLE ILLIMANI, ZONA ALTO LIMA 3RA SECCION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68091217,4893700018
SHEZMY I,JAKELIN MAMANI CHOQUEHUANCA,AV LITORAL Nº 50  ESQ. DE LA CALLE SAN MARTÍN ZONA VILLA CONCEPCION DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,68091217,4893700018
SIDNEYFAR,ALICIA BALANZA MEJIA,"AV. PERIFERICA , NO. 477, FINAL CALLE DIEGO DE PERALTA, FRENTE AL CEMENTERIO LAS LLAMITAS, ZONA AGUA DE LA VIDA - PERIFERICA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76290766,9202367017
SIEMPRE CONTIGO,CAMILA ORTIZ HURTADO,"AVENIDA ARTURO SAAVEDRA N° 278, EDIFICIO DIONI PISO PB LOCAL 3 ESQUINA CALLE FELIPE LOPEZ ZONA VILLA FATIMA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,10926956018
SIOMARA,ELIANA SANDRA FRADE DURAN,"CALLE 8, NO.190 ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70652607-72077359,6798968017
SISU PHARMA,ANA GABRIEL YANIQUE CAMARA,CALLE BELISARIO SALINAS Nº 2412 ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,71270279,3395924015
